"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
"35279",30,"services","single","secondary","no",-271,"yes","no","cellular",7,"may",609,1,337,1,"success","yes"
"37997",39,"technician","single","secondary","no",-143,"yes","no","cellular",14,"may",93,2,349,7,"failure","no"
"15611",39,"technician","married","secondary","no",1048,"no","yes","cellular",21,"jul",405,1,-1,0,"unknown","no"
"28949",37,"blue-collar","married","primary","no",89,"yes","no","cellular",2,"feb",393,1,245,4,"failure","no"
"22686",32,"technician","married","secondary","no",1840,"yes","no","cellular",25,"aug",99,13,-1,0,"unknown","no"
"12725",47,"admin.","single","secondary","no",3531,"yes","no","cellular",7,"jul",49,6,-1,0,"unknown","no"
"41232",43,"admin.","single","secondary","no",733,"yes","no","cellular",21,"aug",126,1,88,4,"success","yes"
"39061",25,"technician","married","tertiary","no",839,"yes","no","cellular",18,"may",700,3,-1,0,"unknown","yes"
"13802",34,"admin.","married","secondary","no",-33,"yes","yes","cellular",10,"jul",961,1,-1,0,"unknown","yes"
"22531",49,"technician","married","tertiary","no",2950,"yes","no","cellular",22,"aug",91,16,-1,0,"unknown","no"
"6419",35,"services","married","secondary","no",843,"yes","no","unknown",27,"may",120,2,-1,0,"unknown","no"
"7192",45,"unemployed","divorced","secondary","no",3354,"yes","no","unknown",29,"may",746,1,-1,0,"unknown","yes"
"19562",56,"management","married","tertiary","no",79,"no","no","cellular",7,"aug",82,2,-1,0,"unknown","no"
"6696",31,"admin.","married","secondary","no",728,"yes","yes","unknown",28,"may",104,4,-1,0,"unknown","no"
"42656",35,"technician","single","tertiary","no",0,"no","no","cellular",14,"jan",187,7,-1,0,"unknown","yes"
"32960",41,"self-employed","married","secondary","no",323,"yes","no","cellular",17,"apr",949,2,254,6,"other","yes"
"2194",43,"blue-collar","married","secondary","no",-63,"yes","no","unknown",12,"may",160,4,-1,0,"unknown","no"
"22743",59,"blue-collar","married","primary","no",-546,"no","no","cellular",25,"aug",1152,6,-1,0,"unknown","yes"
"495",30,"blue-collar","divorced","secondary","no",-209,"yes","no","unknown",6,"may",188,2,-1,0,"unknown","no"
"19011",50,"technician","married","tertiary","no",2313,"no","no","cellular",5,"aug",553,1,-1,0,"unknown","yes"
"35164",52,"admin.","married","primary","no",448,"yes","no","cellular",7,"may",82,1,-1,0,"unknown","no"
"38595",40,"blue-collar","married","secondary","no",5,"yes","no","cellular",15,"may",364,2,-1,0,"unknown","no"
"28590",45,"admin.","married","primary","no",-407,"yes","yes","cellular",29,"jan",503,2,224,18,"other","no"
"6131",49,"technician","married","secondary","no",-849,"yes","yes","unknown",27,"may",197,1,-1,0,"unknown","no"
"44464",27,"technician","single","tertiary","no",401,"no","no","cellular",6,"aug",218,3,93,2,"success","yes"
"39690",30,"management","single","tertiary","no",5359,"no","no","cellular",27,"may",119,1,98,1,"success","yes"
"26962",47,"technician","married","secondary","no",0,"no","no","cellular",21,"nov",591,1,10,1,"failure","yes"
"1028",58,"management","married","tertiary","no",211,"no","no","unknown",7,"may",103,2,-1,0,"unknown","no"
"14090",34,"housemaid","divorced","primary","no",46,"yes","no","telephone",11,"jul",31,2,-1,0,"unknown","no"
"44803",31,"management","single","tertiary","no",3340,"no","no","cellular",15,"sep",213,2,469,3,"success","yes"
"21281",57,"housemaid","married","primary","no",50,"no","no","cellular",18,"aug",89,3,-1,0,"unknown","no"
"2783",51,"technician","married","unknown","no",573,"yes","yes","unknown",14,"may",231,1,-1,0,"unknown","no"
"35857",40,"technician","single","secondary","no",287,"yes","no","cellular",8,"may",69,1,298,3,"failure","no"
"5878",35,"technician","divorced","secondary","no",473,"yes","yes","unknown",26,"may",434,4,-1,0,"unknown","no"
"15075",35,"admin.","divorced","secondary","no",20,"no","yes","cellular",17,"jul",287,1,-1,0,"unknown","no"
"564",47,"technician","married","secondary","no",83,"yes","no","unknown",6,"may",179,2,-1,0,"unknown","no"
"32361",56,"admin.","married","secondary","no",51,"yes","yes","cellular",16,"apr",75,1,-1,0,"unknown","no"
"7132",41,"blue-collar","married","secondary","no",193,"yes","no","unknown",29,"may",130,1,-1,0,"unknown","no"
"3639",60,"retired","married","primary","no",894,"yes","no","unknown",15,"may",65,7,-1,0,"unknown","no"
"4926",35,"management","single","tertiary","no",1045,"yes","no","unknown",21,"may",61,1,-1,0,"unknown","no"
"29802",46,"blue-collar","divorced","primary","yes",-17,"no","yes","cellular",4,"feb",81,2,-1,0,"unknown","no"
"38727",35,"management","married","tertiary","yes",-10,"yes","no","cellular",15,"may",168,2,364,1,"other","no"
"25101",52,"housemaid","married","secondary","no",1182,"yes","no","cellular",18,"nov",103,1,-1,0,"unknown","no"
"29220",40,"management","married","tertiary","no",0,"yes","no","cellular",2,"feb",279,1,-1,0,"unknown","no"
"26432",31,"blue-collar","single","tertiary","no",328,"yes","no","cellular",20,"nov",89,1,-1,0,"unknown","no"
"16677",44,"blue-collar","married","secondary","no",3348,"no","yes","cellular",24,"jul",504,2,-1,0,"unknown","no"
"6262",30,"technician","single","secondary","no",1534,"yes","no","unknown",27,"may",596,1,-1,0,"unknown","no"
"40367",61,"management","married","tertiary","no",997,"no","no","cellular",22,"jun",269,1,104,1,"success","yes"
"33882",38,"management","married","tertiary","no",0,"yes","no","cellular",30,"apr",571,1,-1,0,"unknown","yes"
"19815",35,"management","married","secondary","no",674,"no","no","cellular",8,"aug",87,2,-1,0,"unknown","no"
"37951",41,"blue-collar","married","secondary","no",281,"yes","no","cellular",14,"may",123,4,-1,0,"unknown","no"
"12496",27,"technician","single","secondary","no",158,"no","no","unknown",1,"jul",650,2,-1,0,"unknown","yes"
"11783",30,"blue-collar","divorced","secondary","yes",457,"yes","no","unknown",20,"jun",115,20,-1,0,"unknown","no"
"11090",46,"blue-collar","married","primary","no",-1,"no","no","unknown",18,"jun",35,3,-1,0,"unknown","no"
"43785",30,"admin.","single","secondary","no",265,"yes","no","cellular",25,"may",681,1,181,2,"success","yes"
"28904",31,"unemployed","single","primary","no",163,"no","no","cellular",30,"jan",707,2,2,1,"other","yes"
"45176",38,"entrepreneur","single","secondary","no",2543,"no","no","cellular",11,"nov",357,3,93,5,"success","yes"
"2530",40,"admin.","divorced","secondary","no",221,"yes","no","unknown",13,"may",154,2,-1,0,"unknown","no"
"12200",36,"admin.","married","tertiary","no",425,"no","no","unknown",20,"jun",11,4,-1,0,"unknown","no"
"9172",58,"blue-collar","married","secondary","no",0,"no","no","unknown",5,"jun",267,2,-1,0,"unknown","no"
"30059",30,"admin.","single","tertiary","no",0,"yes","no","cellular",4,"feb",730,2,-1,0,"unknown","yes"
"1485",32,"unemployed","single","tertiary","no",336,"yes","no","unknown",8,"may",139,1,-1,0,"unknown","no"
"16232",42,"management","married","tertiary","no",176,"yes","no","cellular",23,"jul",123,1,-1,0,"unknown","no"
"44156",36,"management","single","unknown","no",62,"no","no","cellular",13,"jul",311,1,91,2,"success","yes"
"43889",63,"retired","married","primary","no",48,"no","no","cellular",9,"jun",251,1,-1,0,"unknown","yes"
"42399",68,"retired","married","tertiary","no",2820,"no","no","cellular",3,"dec",154,1,97,2,"failure","yes"
"800",56,"retired","married","secondary","no",0,"yes","no","unknown",7,"may",333,4,-1,0,"unknown","no"
"11099",37,"blue-collar","married","secondary","no",1736,"no","yes","unknown",18,"jun",66,1,-1,0,"unknown","no"
"40244",47,"technician","divorced","secondary","no",1013,"no","no","cellular",15,"jun",54,3,-1,0,"unknown","no"
"34564",28,"self-employed","married","tertiary","no",112,"yes","yes","cellular",5,"may",145,1,-1,0,"unknown","no"
"31780",35,"blue-collar","married","secondary","no",1993,"yes","no","cellular",8,"apr",462,2,-1,0,"unknown","no"
"42366",37,"management","married","tertiary","no",4842,"yes","no","cellular",25,"nov",170,1,-1,0,"unknown","no"
"10961",41,"blue-collar","married","primary","no",402,"no","no","unknown",17,"jun",114,17,-1,0,"unknown","no"
"570",28,"services","single","secondary","no",5090,"yes","no","unknown",6,"may",1297,3,-1,0,"unknown","yes"
"11068",52,"management","married","tertiary","no",7388,"no","yes","unknown",17,"jun",291,2,-1,0,"unknown","no"
"19157",45,"services","married","secondary","no",0,"no","no","cellular",5,"aug",196,2,-1,0,"unknown","no"
"5695",46,"blue-collar","married","secondary","no",1728,"yes","no","unknown",26,"may",50,2,-1,0,"unknown","no"
"6539",33,"admin.","married","secondary","no",-297,"yes","no","unknown",27,"may",398,3,-1,0,"unknown","no"
"41176",39,"technician","single","tertiary","no",139,"no","no","telephone",19,"aug",328,1,79,1,"failure","no"
"23304",40,"management","single","tertiary","no",269,"yes","no","cellular",27,"aug",97,4,-1,0,"unknown","no"
"40215",31,"services","single","secondary","no",365,"no","no","cellular",9,"jun",337,3,-1,0,"unknown","no"
"8532",41,"blue-collar","divorced","secondary","no",47,"yes","no","unknown",3,"jun",85,1,-1,0,"unknown","no"
"32127",49,"blue-collar","married","primary","no",3915,"yes","no","telephone",15,"apr",44,1,-1,0,"unknown","no"
"11077",46,"retired","divorced","secondary","no",865,"no","no","unknown",17,"jun",117,11,-1,0,"unknown","no"
"18121",59,"management","married","tertiary","no",332,"yes","yes","cellular",30,"jul",35,2,-1,0,"unknown","no"
"12937",31,"management","single","tertiary","no",1598,"yes","no","cellular",7,"jul",36,33,-1,0,"unknown","no"
"10860",53,"housemaid","married","secondary","no",1060,"no","no","unknown",17,"jun",107,4,-1,0,"unknown","no"
"41962",57,"management","married","primary","no",6900,"no","no","cellular",23,"oct",255,4,185,2,"failure","yes"
"18175",46,"technician","married","tertiary","no",16,"no","no","cellular",30,"jul",121,3,-1,0,"unknown","no"
"11526",55,"blue-collar","married","primary","no",5109,"no","no","unknown",19,"jun",55,1,-1,0,"unknown","no"
"28548",30,"management","married","tertiary","no",112,"yes","no","cellular",29,"jan",464,2,258,1,"other","no"
"33822",31,"management","married","tertiary","no",2395,"no","no","cellular",27,"apr",218,1,-1,0,"unknown","no"
"5020",30,"management","married","tertiary","no",527,"yes","yes","unknown",21,"may",265,1,-1,0,"unknown","no"
"37991",30,"blue-collar","married","secondary","no",378,"yes","no","cellular",14,"may",566,2,-1,0,"unknown","yes"
"1972",50,"blue-collar","divorced","primary","no",31,"yes","no","unknown",9,"may",237,3,-1,0,"unknown","no"
"44392",56,"services","married","secondary","no",1989,"no","no","cellular",3,"aug",279,4,181,4,"success","yes"
"41515",51,"unemployed","married","secondary","no",1416,"no","no","cellular",9,"sep",345,1,-1,0,"unknown","yes"
"6422",26,"technician","single","secondary","no",218,"yes","no","unknown",27,"may",436,1,-1,0,"unknown","no"
"44880",30,"self-employed","single","tertiary","no",655,"no","no","cellular",23,"sep",272,4,184,1,"success","yes"
"11650",50,"unemployed","married","secondary","no",17,"no","no","unknown",20,"jun",189,2,-1,0,"unknown","no"
"23032",42,"management","married","tertiary","no",154,"no","no","cellular",26,"aug",183,10,-1,0,"unknown","no"
"14901",38,"entrepreneur","married","tertiary","no",4,"yes","no","cellular",16,"jul",158,1,-1,0,"unknown","no"
"29273",36,"management","married","tertiary","no",630,"no","no","cellular",2,"feb",285,1,-1,0,"unknown","yes"
"1881",45,"services","married","primary","no",137,"yes","no","unknown",9,"may",274,2,-1,0,"unknown","no"
"30958",48,"blue-collar","married","primary","no",683,"yes","no","cellular",9,"feb",144,5,209,12,"failure","no"
"42784",56,"technician","married","tertiary","no",1181,"no","no","cellular",28,"jan",186,1,433,1,"failure","yes"
"3382",60,"retired","married","primary","no",751,"yes","no","unknown",15,"may",133,1,-1,0,"unknown","no"
"2622",32,"blue-collar","single","secondary","no",1940,"yes","yes","unknown",13,"may",299,3,-1,0,"unknown","no"
"38907",29,"blue-collar","married","primary","no",248,"yes","no","cellular",18,"may",113,1,-1,0,"unknown","no"
"30121",38,"technician","single","secondary","no",571,"no","no","cellular",4,"feb",275,3,-1,0,"unknown","no"
"3191",41,"blue-collar","married","secondary","no",1384,"yes","no","unknown",15,"may",1162,4,-1,0,"unknown","yes"
"11520",36,"management","married","tertiary","no",1352,"no","no","unknown",19,"jun",2028,1,-1,0,"unknown","yes"
"41078",25,"management","single","tertiary","no",528,"no","no","cellular",14,"aug",201,1,-1,0,"unknown","yes"
"44296",61,"self-employed","married","tertiary","no",10861,"no","no","cellular",26,"jul",336,2,259,3,"success","yes"
"17707",45,"management","single","tertiary","no",2532,"no","no","cellular",29,"jul",64,6,-1,0,"unknown","no"
"19371",33,"management","single","tertiary","no",1097,"no","yes","cellular",6,"aug",308,4,-1,0,"unknown","no"
"31311",24,"admin.","single","tertiary","no",-61,"no","no","cellular",11,"mar",95,4,-1,0,"unknown","yes"
"44319",26,"technician","married","secondary","no",267,"yes","no","cellular",28,"jul",817,2,-1,0,"unknown","yes"
"42594",51,"technician","divorced","tertiary","no",363,"yes","no","unknown",7,"jan",7,1,-1,0,"unknown","no"
"30356",42,"services","married","secondary","no",-91,"yes","yes","cellular",5,"feb",43,1,-1,0,"unknown","no"
"29969",30,"self-employed","married","tertiary","no",2666,"no","no","cellular",4,"feb",467,1,-1,0,"unknown","yes"
"11299",51,"technician","married","tertiary","no",1533,"no","no","unknown",18,"jun",242,2,-1,0,"unknown","no"
"38825",54,"blue-collar","divorced","primary","no",215,"yes","no","cellular",18,"may",34,7,348,5,"failure","no"
"26350",32,"blue-collar","married","secondary","no",0,"yes","no","cellular",20,"nov",189,1,170,1,"other","no"
"24780",41,"admin.","married","secondary","no",4320,"yes","no","cellular",18,"nov",164,1,166,2,"failure","no"
"18987",58,"management","married","tertiary","no",9683,"no","no","cellular",4,"aug",857,2,-1,0,"unknown","no"
"37408",33,"blue-collar","married","primary","no",410,"yes","no","cellular",13,"may",396,2,355,2,"failure","no"
"35551",39,"blue-collar","married","secondary","no",62,"yes","no","cellular",7,"may",877,3,-1,0,"unknown","yes"
"16942",35,"management","single","tertiary","no",48,"yes","yes","cellular",25,"jul",226,1,-1,0,"unknown","no"
"42539",64,"self-employed","married","tertiary","no",661,"no","no","cellular",21,"dec",367,2,294,2,"failure","yes"
"6561",46,"management","divorced","tertiary","no",-154,"yes","yes","unknown",27,"may",107,2,-1,0,"unknown","no"
"2331",31,"blue-collar","married","secondary","no",472,"yes","no","unknown",13,"may",907,2,-1,0,"unknown","no"
"17341",32,"admin.","married","secondary","no",2468,"yes","yes","cellular",28,"jul",131,4,-1,0,"unknown","no"
"16194",46,"technician","married","secondary","no",783,"yes","no","cellular",22,"jul",136,4,-1,0,"unknown","no"
"39034",52,"blue-collar","married","secondary","no",-194,"yes","no","cellular",18,"may",326,1,-1,0,"unknown","no"
"15350",45,"admin.","married","secondary","no",373,"no","yes","cellular",18,"jul",274,3,-1,0,"unknown","no"
"20603",54,"management","divorced","tertiary","no",3473,"yes","no","cellular",12,"aug",306,2,-1,0,"unknown","no"
"9144",47,"blue-collar","married","secondary","no",1996,"no","no","unknown",5,"jun",761,2,-1,0,"unknown","yes"
"26278",49,"management","divorced","tertiary","no",20727,"no","no","cellular",20,"nov",88,2,-1,0,"unknown","no"
"15347",29,"services","single","secondary","yes",-308,"no","no","cellular",18,"jul",113,1,-1,0,"unknown","no"
"26958",52,"admin.","divorced","secondary","no",-402,"yes","no","cellular",21,"nov",151,1,-1,0,"unknown","no"
"27442",59,"unemployed","single","primary","no",7724,"no","no","cellular",21,"nov",373,3,-1,0,"unknown","yes"
"5482",31,"services","single","secondary","no",6374,"yes","no","unknown",23,"may",922,2,-1,0,"unknown","no"
"38856",32,"technician","single","secondary","no",230,"yes","no","cellular",18,"may",442,1,266,8,"failure","yes"
"299",42,"blue-collar","divorced","primary","no",28,"yes","no","unknown",5,"may",126,3,-1,0,"unknown","no"
"31422",46,"admin.","married","secondary","no",70,"yes","no","cellular",27,"mar",229,2,-1,0,"unknown","yes"
"13414",50,"management","married","unknown","no",0,"no","no","cellular",9,"jul",99,2,-1,0,"unknown","no"
"22406",35,"management","married","tertiary","no",-126,"no","no","cellular",22,"aug",82,2,-1,0,"unknown","no"
"19128",59,"housemaid","married","secondary","no",1040,"no","no","cellular",5,"aug",123,2,-1,0,"unknown","no"
"1022",48,"technician","married","secondary","no",-500,"yes","no","unknown",7,"may",78,5,-1,0,"unknown","no"
"17693",29,"management","single","tertiary","no",-689,"yes","no","cellular",29,"jul",199,9,-1,0,"unknown","no"
"8623",38,"management","married","tertiary","no",980,"no","no","unknown",3,"jun",662,5,-1,0,"unknown","no"
"15740",50,"management","married","tertiary","no",776,"yes","yes","cellular",21,"jul",200,2,-1,0,"unknown","no"
"3375",25,"management","single","tertiary","no",6,"yes","yes","unknown",15,"may",225,1,-1,0,"unknown","no"
"24613",59,"admin.","married","secondary","no",2145,"no","no","telephone",17,"nov",273,2,-1,0,"unknown","no"
"33308",59,"management","married","tertiary","no",0,"yes","yes","cellular",20,"apr",392,1,-1,0,"unknown","yes"
"40037",39,"technician","married","tertiary","no",1293,"no","no","cellular",3,"jun",140,2,-1,0,"unknown","yes"
"41281",49,"technician","married","secondary","no",3466,"yes","no","cellular",25,"aug",161,3,410,2,"success","no"
"18479",51,"technician","married","tertiary","no",5059,"yes","no","cellular",31,"jul",189,2,-1,0,"unknown","no"
"32663",29,"blue-collar","married","secondary","no",580,"yes","yes","cellular",17,"apr",1311,2,-1,0,"unknown","yes"
"22155",42,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",656,2,-1,0,"unknown","no"
"9140",46,"blue-collar","married","primary","no",5164,"yes","no","unknown",5,"jun",267,11,-1,0,"unknown","no"
"29065",43,"management","divorced","secondary","no",51,"no","no","cellular",2,"feb",430,1,-1,0,"unknown","yes"
"29700",40,"management","divorced","tertiary","no",502,"yes","no","cellular",3,"feb",267,4,270,3,"other","no"
"29256",43,"blue-collar","married","secondary","no",597,"yes","no","cellular",2,"feb",87,1,263,1,"failure","no"
"44345",30,"admin.","single","tertiary","no",8,"no","yes","cellular",30,"jul",76,2,150,1,"failure","no"
"1414",30,"technician","single","tertiary","no",178,"yes","no","unknown",8,"may",234,1,-1,0,"unknown","no"
"17373",59,"blue-collar","divorced","secondary","no",-361,"no","yes","cellular",28,"jul",247,3,-1,0,"unknown","no"
"41756",73,"retired","divorced","secondary","no",7111,"yes","no","cellular",12,"oct",146,1,-1,0,"unknown","yes"
"35448",43,"management","married","tertiary","no",1429,"yes","no","cellular",7,"may",1030,1,169,3,"success","yes"
"13696",36,"admin.","divorced","primary","no",227,"no","no","cellular",9,"jul",185,1,-1,0,"unknown","no"
"33930",42,"technician","married","unknown","no",1559,"no","no","cellular",30,"apr",368,1,-1,0,"unknown","yes"
"26494",42,"services","married","secondary","no",2145,"no","no","cellular",20,"nov",124,3,-1,0,"unknown","no"
"18213",30,"management","single","tertiary","yes",35,"no","no","cellular",30,"jul",185,4,-1,0,"unknown","no"
"35471",38,"self-employed","divorced","tertiary","no",1513,"no","no","cellular",7,"may",330,1,342,1,"failure","no"
"16947",25,"blue-collar","married","secondary","no",59,"yes","no","cellular",25,"jul",246,1,-1,0,"unknown","no"
"3119",54,"blue-collar","married","secondary","no",1487,"yes","no","unknown",14,"may",302,16,-1,0,"unknown","no"
"3893",43,"services","married","primary","no",822,"yes","no","unknown",16,"may",112,1,-1,0,"unknown","no"
"33056",46,"services","married","secondary","no",9077,"yes","no","cellular",17,"apr",427,2,337,1,"failure","no"
"14468",42,"admin.","divorced","secondary","no",-249,"yes","no","cellular",14,"jul",149,3,-1,0,"unknown","no"
"20737",31,"entrepreneur","single","tertiary","yes",-405,"yes","yes","cellular",13,"aug",703,2,-1,0,"unknown","yes"
"43873",30,"management","married","tertiary","no",1288,"no","no","unknown",7,"jun",6,1,-1,0,"unknown","no"
"20171",30,"management","single","secondary","no",0,"no","no","cellular",11,"aug",101,5,-1,0,"unknown","no"
"38815",40,"admin.","single","secondary","no",2040,"yes","no","cellular",18,"may",906,2,350,2,"failure","yes"
"24710",45,"entrepreneur","married","secondary","no",781,"no","yes","cellular",17,"nov",652,2,126,2,"failure","yes"
"31365",30,"management","married","tertiary","no",8089,"yes","no","cellular",18,"mar",232,2,294,2,"failure","yes"
"29369",65,"retired","married","tertiary","no",1948,"no","no","cellular",2,"feb",102,2,-1,0,"unknown","no"
"11015",55,"self-employed","divorced","secondary","no",148,"no","no","unknown",17,"jun",847,3,-1,0,"unknown","no"
"42931",46,"blue-collar","married","secondary","no",1144,"yes","no","cellular",8,"feb",376,2,129,3,"other","yes"
"20336",38,"technician","married","tertiary","no",-3,"no","no","cellular",11,"aug",148,3,-1,0,"unknown","no"
"38633",36,"admin.","single","secondary","no",185,"yes","no","cellular",15,"may",61,4,371,5,"other","no"
"41849",50,"management","married","tertiary","no",469,"no","no","cellular",16,"oct",170,1,183,1,"success","yes"
"43227",39,"services","married","secondary","no",53,"no","no","unknown",5,"mar",257,1,394,1,"failure","yes"
"42469",49,"management","married","tertiary","no",395,"no","no","cellular",10,"dec",336,5,-1,0,"unknown","yes"
"3097",45,"admin.","married","secondary","no",137,"yes","no","unknown",14,"may",427,1,-1,0,"unknown","no"
"43646",60,"housemaid","married","primary","no",182,"no","no","cellular",6,"may",141,1,10,10,"failure","no"
"5116",39,"blue-collar","married","primary","no",2003,"yes","no","unknown",21,"may",229,2,-1,0,"unknown","no"
"34126",25,"admin.","single","secondary","no",2816,"no","no","cellular",30,"apr",327,1,-1,0,"unknown","yes"
"14941",32,"housemaid","married","primary","no",91,"yes","no","cellular",16,"jul",110,6,-1,0,"unknown","no"
"17948",53,"entrepreneur","single","unknown","no",717,"no","no","cellular",30,"jul",594,2,-1,0,"unknown","no"
"18180",31,"blue-collar","married","secondary","no",29,"no","no","cellular",30,"jul",130,3,-1,0,"unknown","no"
"12744",27,"management","single","secondary","no",1609,"yes","no","cellular",7,"jul",360,3,-1,0,"unknown","no"
"37443",39,"blue-collar","married","primary","no",640,"yes","no","cellular",13,"may",220,4,370,2,"other","no"
"40636",21,"student","single","secondary","no",216,"no","no","cellular",5,"aug",414,1,-1,0,"unknown","yes"
"40563",40,"management","married","tertiary","no",1700,"yes","no","cellular",9,"jul",359,2,-1,0,"unknown","no"
"39465",26,"student","single","tertiary","no",5169,"yes","no","cellular",25,"may",397,1,35,2,"failure","yes"
"42092",60,"retired","divorced","secondary","no",4243,"no","no","cellular",30,"oct",416,2,-1,0,"unknown","yes"
"37325",45,"entrepreneur","divorced","tertiary","no",0,"yes","no","cellular",13,"may",325,2,-1,0,"unknown","no"
"35836",50,"blue-collar","married","secondary","no",-26,"yes","no","cellular",8,"may",301,2,-1,0,"unknown","no"
"45070",52,"technician","married","secondary","no",371,"yes","yes","cellular",21,"oct",453,1,183,3,"success","yes"
"5038",32,"blue-collar","married","secondary","no",-325,"yes","yes","unknown",21,"may",171,1,-1,0,"unknown","no"
"39006",58,"blue-collar","married","secondary","no",1859,"yes","no","cellular",18,"may",277,2,264,5,"failure","no"
"25091",36,"services","married","primary","no",413,"yes","no","telephone",18,"nov",84,1,-1,0,"unknown","no"
"23564",30,"technician","single","tertiary","no",187,"no","no","cellular",28,"aug",66,4,-1,0,"unknown","no"
"19342",31,"technician","single","secondary","no",200,"no","no","cellular",6,"aug",315,2,-1,0,"unknown","no"
"20610",30,"management","single","tertiary","no",67,"no","no","cellular",12,"aug",578,4,-1,0,"unknown","no"
"18495",41,"management","married","secondary","no",0,"no","no","cellular",31,"jul",83,2,-1,0,"unknown","no"
"42936",30,"management","married","tertiary","no",1996,"no","no","cellular",8,"feb",1133,3,101,1,"other","yes"
"19551",33,"technician","married","secondary","no",83,"no","no","cellular",7,"aug",165,2,-1,0,"unknown","no"
"8144",44,"admin.","married","secondary","no",238,"yes","yes","unknown",2,"jun",306,4,-1,0,"unknown","no"
"32994",29,"blue-collar","married","secondary","no",577,"yes","no","telephone",17,"apr",501,3,331,10,"other","no"
"29239",33,"management","married","tertiary","no",73,"yes","no","cellular",2,"feb",214,1,-1,0,"unknown","no"
"41422",46,"management","married","tertiary","no",1950,"no","no","cellular",4,"sep",56,2,-1,0,"unknown","no"
"43649",37,"blue-collar","single","secondary","no",7622,"yes","yes","telephone",6,"may",111,1,-1,0,"unknown","no"
"45047",27,"management","single","tertiary","no",107,"no","no","cellular",18,"oct",767,3,-1,0,"unknown","yes"
"1459",35,"blue-collar","single","primary","no",398,"yes","no","unknown",8,"may",34,1,-1,0,"unknown","no"
"16093",34,"management","married","tertiary","no",1790,"yes","no","cellular",22,"jul",681,1,-1,0,"unknown","no"
"43393",50,"technician","divorced","secondary","no",0,"no","no","cellular",1,"apr",280,1,184,3,"success","yes"
"42527",75,"retired","divorced","secondary","no",1341,"no","no","cellular",18,"dec",415,7,-1,0,"unknown","yes"
"44712",53,"admin.","married","secondary","no",0,"no","no","telephone",6,"sep",353,1,655,5,"failure","no"
"33229",37,"admin.","married","secondary","no",756,"yes","no","cellular",20,"apr",207,2,-1,0,"unknown","no"
"17655",46,"self-employed","married","tertiary","no",1148,"no","no","telephone",29,"jul",104,2,-1,0,"unknown","no"
"43285",72,"retired","married","secondary","no",951,"no","yes","cellular",12,"mar",229,3,339,1,"failure","yes"
"16104",26,"admin.","single","secondary","no",321,"yes","no","cellular",22,"jul",242,7,-1,0,"unknown","no"
"2217",30,"blue-collar","married","secondary","no",458,"yes","no","unknown",12,"may",177,3,-1,0,"unknown","no"
"34673",35,"services","divorced","secondary","no",67,"yes","no","cellular",5,"may",192,2,-1,0,"unknown","no"
"36568",36,"admin.","married","secondary","no",419,"yes","no","telephone",12,"may",291,5,-1,0,"unknown","no"
"19834",35,"management","married","tertiary","no",82,"no","no","cellular",8,"aug",507,4,-1,0,"unknown","yes"
"21302",31,"management","married","tertiary","no",927,"no","no","cellular",18,"aug",100,4,-1,0,"unknown","no"
"34836",30,"management","divorced","tertiary","no",415,"yes","yes","cellular",6,"may",984,1,343,4,"failure","yes"
"40479",52,"technician","married","secondary","no",137,"no","no","cellular",6,"jul",227,2,-1,0,"unknown","yes"
"39941",38,"admin.","single","secondary","no",626,"no","no","cellular",2,"jun",132,4,-1,0,"unknown","no"
"9535",45,"blue-collar","divorced","secondary","no",0,"no","no","unknown",6,"jun",422,5,-1,0,"unknown","no"
"38637",29,"entrepreneur","married","secondary","no",422,"yes","no","cellular",15,"may",69,3,361,2,"failure","no"
"23758",32,"technician","married","secondary","no",-213,"yes","no","cellular",28,"aug",310,7,-1,0,"unknown","no"
"25740",42,"blue-collar","married","primary","no",807,"yes","no","cellular",19,"nov",1057,1,-1,0,"unknown","yes"
"42164",54,"technician","married","secondary","no",0,"no","no","cellular",6,"nov",464,5,192,8,"other","yes"
"40803",20,"student","single","secondary","no",130,"no","no","telephone",11,"aug",88,1,99,3,"failure","no"
"12718",51,"self-employed","married","secondary","yes",34,"no","yes","cellular",7,"jul",200,1,-1,0,"unknown","no"
"7898",43,"services","married","secondary","no",192,"yes","yes","unknown",30,"may",273,2,-1,0,"unknown","no"
"13980",33,"admin.","married","secondary","no",89,"no","no","telephone",10,"jul",524,3,-1,0,"unknown","no"
"37623",26,"blue-collar","single","secondary","no",1006,"yes","no","cellular",14,"may",667,1,-1,0,"unknown","yes"
"5302",32,"blue-collar","married","primary","no",697,"yes","no","unknown",23,"may",700,1,-1,0,"unknown","no"
"6035",32,"blue-collar","single","secondary","no",70,"yes","no","unknown",26,"may",118,6,-1,0,"unknown","no"
"27542",35,"admin.","divorced","secondary","no",3636,"no","yes","cellular",21,"nov",808,2,-1,0,"unknown","yes"
"25903",32,"management","married","tertiary","no",6449,"no","no","telephone",19,"nov",385,1,-1,0,"unknown","no"
"35194",29,"admin.","single","tertiary","no",422,"yes","no","cellular",7,"may",103,1,363,1,"failure","no"
"30207",45,"retired","married","secondary","no",900,"yes","no","cellular",5,"feb",508,4,266,4,"other","no"
"7248",50,"technician","married","secondary","no",7098,"yes","no","unknown",29,"may",92,1,-1,0,"unknown","no"
