"year","age","maritl","race","education","jobclass","wage"
2009,69,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,45,"2. Married","1. White","2. HS Grad","1. Industrial",154.68529299563
2005,40,"2. Married","1. White","3. Some College","1. Industrial",154.68529299563
2005,47,"1. Never Married","1. White","4. College Grad","2. Information",143.325318108778
2008,22,"1. Never Married","1. White","3. Some College","1. Industrial",78.3924668009837
2003,42,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2008,47,"2. Married","1. White","4. College Grad","2. Information",159.474176661105
2005,48,"2. Married","2. Black","2. HS Grad","1. Industrial",NA
2009,28,"1. Never Married","1. White","2. HS Grad","1. Industrial",111.720849360989
2005,49,"1. Never Married","1. White","3. Some College","1. Industrial",90.7270793135127
2009,51,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2003,58,"2. Married","1. White","5. Advanced Degree","1. Industrial",148.413159102577
2005,32,"1. Never Married","2. Black","3. Some College","2. Information",114.475713290347
2009,55,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
2007,49,"2. Married","1. White","2. HS Grad","2. Information",94.0727147457005
2004,46,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,44,"2. Married","1. White","5. Advanced Degree","2. Information",182.020620963512
2003,25,"2. Married","1. White","3. Some College","1. Industrial",87.9810327856054
2004,73,"4. Divorced","2. Black","1. < HS Grad","1. Industrial",NA
2004,18,"1. Never Married","1. White","2. HS Grad","1. Industrial",72.1504556815713
2005,52,"2. Married","2. Black","1. < HS Grad","2. Information",NA
2008,28,"2. Married","3. Asian","2. HS Grad","1. Industrial",NA
2004,51,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,44,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
2008,44,"2. Married","1. White","3. Some College","2. Information",141.77517233318
2003,29,"2. Married","3. Asian","2. HS Grad","1. Industrial",95.2307125669819
2006,48,"2. Married","3. Asian","4. College Grad","2. Information",141.77517233318
2006,62,"2. Married","1. White","2. HS Grad","2. Information",101.82435207568
2004,40,"2. Married","1. White","5. Advanced Degree","2. Information",131.737801155001
2003,24,"1. Never Married","1. White","3. Some College","1. Industrial",66.3251949430473
2003,48,NA,"1. White","4. College Grad","1. Industrial",118.884359339886
2008,54,"2. Married","1. White","5. Advanced Degree","2. Information",163.515863976238
2003,69,"2. Married","2. Black","1. < HS Grad","2. Information",114.475713290347
2006,48,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,73,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2009,30,"2. Married","2. Black","3. Some College","2. Information",70.5134157015506
2003,41,"1. Never Married","3. Asian","3. Some College","2. Information",73.7757432746946
2009,48,"2. Married","1. White","1. < HS Grad","2. Information",100.879460918798
2004,63,"2. Married","1. White","4. College Grad","2. Information",84.0459576539924
2003,29,"2. Married","1. White","3. Some College","2. Information",85.3839403789827
2004,40,"2. Married","1. White","3. Some College","1. Industrial",141.77517233318
2007,52,"2. Married","1. White","3. Some College","2. Information",91.0932184689733
2008,54,"5. Separated","1. White","2. HS Grad","1. Industrial",NA
2009,33,"2. Married","1. White","4. College Grad","1. Industrial",267.901086855275
2004,42,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
2007,31,"2. Married","2. Black","2. HS Grad","1. Industrial",94.0727147457005
2006,46,"2. Married","1. White","3. Some College","2. Information",139.675870162748
2008,44,"2. Married","1. White","4. College Grad","1. Industrial",125.12381572196
2009,45,"5. Separated","1. White","2. HS Grad","1. Industrial",NA
2003,40,"2. Married","1. White","2. HS Grad","1. Industrial",182.020620963512
2005,31,"1. Never Married","1. White","2. HS Grad","1. Industrial",102.870246933215
2006,19,"1. Never Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
2003,43,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
2007,56,"2. Married","1. White","4. College Grad","2. Information",142.457169885112
2006,55,"2. Married","1. White","3. Some College","1. Industrial",101.82435207568
2006,59,"2. Married","1. White","5. Advanced Degree","2. Information",118.884359339886
2009,49,"4. Divorced","1. White","1. < HS Grad","2. Information",NA
2009,42,"2. Married","1. White","4. College Grad","1. Industrial",128.680488220624
2008,27,"1. Never Married","1. White","2. HS Grad","1. Industrial",61.1875264339915
2003,34,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2008,47,"2. Married","1. White","4. College Grad","2. Information",276.778413321176
2003,35,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
2004,33,"2. Married","2. Black","3. Some College","2. Information",104.921506533664
2003,35,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,40,"2. Married","1. White","3. Some College","2. Information",118.884359339886
2004,53,"2. Married","1. White","4. College Grad","2. Information",94.0727147457005
2007,47,"2. Married","2. Black","4. College Grad","2. Information",73.7757432746946
2006,45,"1. Never Married","1. White","5. Advanced Degree","2. Information",196.125272594255
2009,34,"2. Married","1. White","4. College Grad","1. Industrial",169.073540049428
2006,25,"2. Married","1. White","1. < HS Grad","1. Industrial",69.6190369046763
2006,56,"2. Married","1. White","4. College Grad","2. Information",124.720446242886
2005,54,"2. Married","1. White","3. Some College","2. Information",115.51808515372
2003,41,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2008,46,"2. Married","1. White","5. Advanced Degree","2. Information",276.778413321176
2004,44,"2. Married","1. White","5. Advanced Degree","1. Industrial",170.6951277113
2004,44,"4. Divorced","1. White","4. College Grad","2. Information",NA
2005,46,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2009,38,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2008,36,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,27,"1. Never Married","3. Asian","4. College Grad","2. Information",99.6894636984864
2008,33,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2006,56,"2. Married","2. Black","2. HS Grad","1. Industrial",NA
2005,52,"2. Married","1. White","2. HS Grad","2. Information",111.720849360989
2008,33,"1. Never Married","1. White","5. Advanced Degree","2. Information",125.525498433836
2008,32,"2. Married","3. Asian","4. College Grad","1. Industrial",94.0727147457005
2008,39,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2005,22,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2009,53,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
2006,36,"2. Married","1. White","4. College Grad","1. Industrial",277.79948020565
2005,37,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2008,40,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
2005,51,"2. Married","2. Black","2. HS Grad","1. Industrial",NA
2008,40,"2. Married","1. White","2. HS Grad","2. Information",90.4819133566401
2006,56,"2. Married","1. White","5. Advanced Degree","2. Information",117.146816914805
2009,50,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,49,"2. Married","1. White","2. HS Grad","1. Industrial",166.324941233877
2007,32,"2. Married","1. White","1. < HS Grad","2. Information",NA
2004,21,"1. Never Married","1. White","2. HS Grad","2. Information",84.0459576539924
2004,48,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2007,48,"2. Married","1. White","3. Some College","1. Industrial",73.7757432746946
2004,32,"2. Married","1. White","3. Some College","1. Industrial",115.106201691293
2003,30,"1. Never Married","1. White","3. Some College","1. Industrial",53.0275511164817
2006,30,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
2003,33,"2. Married","1. White","1. < HS Grad","2. Information",79.8549003093467
2005,56,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",56.4538649754188
2004,46,"4. Divorced","2. Black","3. Some College","2. Information",NA
2003,49,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
2008,24,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2009,48,"1. Never Married","1. White","3. Some College","2. Information",147.116689159978
2006,37,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2007,53,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
2004,56,"2. Married","2. Black","5. Advanced Degree","2. Information",141.77517233318
2008,34,"2. Married","2. Black","3. Some College","2. Information",108.874525834712
2004,56,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
2006,48,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2006,47,"2. Married","2. Black","2. HS Grad","1. Industrial",27.1405792079024
2003,52,"2. Married","1. White","3. Some College","2. Information",70.4760196469445
2009,40,"2. Married","1. White","3. Some College","1. Industrial",166.879383279962
2008,25,"2. Married","1. White","2. HS Grad","2. Information",127.115743812184
2009,35,"2. Married","1. White","4. College Grad","1. Industrial",117.146816914805
2006,40,"1. Never Married","2. Black","3. Some College","2. Information",103.90247060316
2009,22,"1. Never Married","1. White","2. HS Grad","1. Industrial",34.6074177301288
2003,50,"4. Divorced","1. White","3. Some College","2. Information",NA
2008,48,"5. Separated","1. White","1. < HS Grad","1. Industrial",NA
2007,40,"1. Never Married","3. Asian","5. Advanced Degree","1. Industrial",109.833985642199
2003,45,"2. Married","1. White","3. Some College","2. Information",127.115743812184
2004,30,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2003,46,"2. Married","1. White","4. College Grad","1. Industrial",117.146816914805
2008,34,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
2007,32,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2004,53,"2. Married","1. White","4. College Grad","1. Industrial",143.134940811134
2008,32,"1. Never Married","1. White","3. Some College","1. Industrial",76.8936025176112
2004,39,"2. Married","2. Black","4. College Grad","1. Industrial",99.6894636984864
2007,51,"2. Married","1. White","4. College Grad","2. Information",94.0727147457005
2004,40,"2. Married","1. White","2. HS Grad","2. Information",75.3556793180091
2009,66,"2. Married","1. White","4. College Grad","2. Information",127.115743812184
2006,40,"2. Married","1. White","4. College Grad","1. Industrial",166.324941233877
2009,52,"2. Married","1. White","5. Advanced Degree","2. Information",133.232350826567
2007,36,"2. Married","1. White","3. Some College","2. Information",125.525498433836
2007,32,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2008,45,"2. Married","1. White","2. HS Grad","2. Information",84.0459576539924
2006,37,"2. Married","1. White","2. HS Grad","2. Information",169.073540049428
2004,47,"2. Married","3. Asian","5. Advanced Degree","2. Information",160.642475408263
2008,49,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,53,"2. Married","1. White","1. < HS Grad","2. Information",73.7757432746946
2007,66,"4. Divorced","2. Black","2. HS Grad","2. Information",NA
2006,33,"2. Married","1. White","1. < HS Grad","2. Information",73.7757432746946
2004,58,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2008,41,NA,"1. White","5. Advanced Degree","1. Industrial",83.1913242935054
2009,54,"2. Married","3. Asian","3. Some College","2. Information",134.705375118879
2009,26,"1. Never Married","1. White","2. HS Grad","1. Industrial",86.6951548289402
2008,24,"1. Never Married","4. Other","2. HS Grad","1. Industrial",NA
2007,62,"2. Married","1. White","4. College Grad","2. Information",130.982177377461
2005,63,"2. Married","1. White","2. HS Grad","2. Information",136.303997562054
2005,26,"1. Never Married","3. Asian","4. College Grad","1. Industrial",NA
2004,45,"2. Married","1. White","2. HS Grad","2. Information",106.127582150788
2003,23,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,31,"2. Married","1. White","4. College Grad","1. Industrial",116.265324062503
2003,44,"2. Married","1. White","5. Advanced Degree","2. Information",143.134940811134
2003,43,"1. Never Married","1. White","1. < HS Grad","1. Industrial",54.5981500331442
2004,48,"2. Married","1. White","2. HS Grad","1. Industrial",48.185650217039
2008,48,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
2006,55,"2. Married","1. White","5. Advanced Degree","2. Information",117.584340323354
2004,45,"2. Married","3. Asian","5. Advanced Degree","2. Information",272.294783220064
2008,48,"2. Married","1. White","4. College Grad","2. Information",145.143601176911
2009,63,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
2004,57,"2. Married","2. Black","2. HS Grad","2. Information",97.4932940453934
2008,69,"2. Married","3. Asian","5. Advanced Degree","2. Information",148.413159102577
2009,31,"1. Never Married","1. White","4. College Grad","2. Information",127.115743812184
2003,38,"2. Married","1. White","4. College Grad","2. Information",268.266292012557
2005,43,NA,"1. White","4. College Grad","2. Information",NA
2003,19,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2005,44,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2007,31,"2. Married","3. Asian","4. College Grad","2. Information",134.705375118879
2004,49,"1. Never Married","4. Other","1. < HS Grad","1. Industrial",87.9810327856054
2006,29,"2. Married","1. White","3. Some College","2. Information",95.2307125669819
2008,26,"2. Married","4. Other","3. Some College","2. Information",76.8936025176112
2007,37,"2. Married","1. White","5. Advanced Degree","2. Information",116.265324062503
2006,30,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2009,35,"2. Married","1. White","3. Some College","1. Industrial",131.62180303309
2004,40,"2. Married","1. White","2. HS Grad","1. Industrial",117.146816914805
2005,44,"4. Divorced","4. Other","5. Advanced Degree","2. Information",NA
2004,65,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2007,54,"2. Married","2. Black","3. Some College","1. Industrial",101.82435207568
2009,56,"2. Married","1. White","3. Some College","1. Industrial",140.398200161944
2008,48,"2. Married","1. White","4. College Grad","2. Information",107.903923866876
2009,37,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2005,30,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
2005,46,"2. Married","1. White","5. Advanced Degree","1. Industrial",85.3839403789827
2009,37,"2. Married","1. White","2. HS Grad","1. Industrial",131.737801155001
2005,58,"4. Divorced","2. Black","2. HS Grad","2. Information",NA
2007,52,"2. Married","1. White","3. Some College","1. Industrial",86.6951548289402
2006,45,"2. Married","1. White","3. Some College","2. Information",157.700527725737
2008,33,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,51,"2. Married","1. White","3. Some College","1. Industrial",90.4819133566401
2008,NA,"2. Married","1. White","1. < HS Grad","1. Industrial",46.7632687977187
2006,42,"2. Married","1. White","2. HS Grad","1. Industrial",85.3839403789827
2004,46,"1. Never Married","1. White","3. Some College","1. Industrial",139.703071527658
2005,43,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2003,47,"2. Married","1. White","3. Some College","1. Industrial",81.2832532842527
2005,47,"2. Married","1. White","5. Advanced Degree","2. Information",118.884359339886
2004,44,"2. Married","1. White","4. College Grad","2. Information",71.1519565433031
2008,36,"2. Married",NA,"2. HS Grad","1. Industrial",NA
2008,39,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,29,"2. Married","1. White","4. College Grad","2. Information",125.525498433836
2005,40,"2. Married","1. White","3. Some College","2. Information",123.089699847943
2007,20,"1. Never Married","1. White","3. Some College","1. Industrial",70.8150386167557
2004,32,"2. Married","1. White","5. Advanced Degree","2. Information",112.6488963421
2003,36,"2. Married","1. White","3. Some College","1. Industrial",86.6951548289402
2009,31,"1. Never Married","2. Black","3. Some College","1. Industrial",82.6796372966372
2005,28,"2. Married","3. Asian","4. College Grad","1. Industrial",130.982177377461
2005,41,"4. Divorced","4. Other","3. Some College","2. Information",117.146816914805
2004,54,"2. Married","1. White","4. College Grad","1. Industrial",176.989650489877
2004,42,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,19,"1. Never Married","1. White","2. HS Grad","2. Information",68.7480877337669
2009,59,"2. Married","1. White","3. Some College","2. Information",267.901086855275
2003,64,"1. Never Married","1. White","3. Some College","2. Information",99.6894636984864
2003,31,"2. Married","1. White","3. Some College","1. Industrial",92.6581301668597
2004,37,"1. Never Married","1. White","3. Some College","2. Information",109.833985642199
2004,30,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,24,"1. Never Married","1. White","4. College Grad","1. Industrial",118.884359339886
2006,26,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,44,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2008,39,"2. Married","1. White","5. Advanced Degree","2. Information",276.778413321176
2005,48,"2. Married","1. White","5. Advanced Degree","2. Information",277.601417511009
2004,53,"1. Never Married","2. Black","2. HS Grad","1. Industrial",NA
2004,42,"2. Married","3. Asian","5. Advanced Degree","2. Information",114.475713290347
2009,44,"2. Married","1. White","5. Advanced Degree","1. Industrial",166.324941233877
2003,25,"1. Never Married","1. White","4. College Grad","2. Information",85.3839403789827
2004,46,"2. Married","1. White","2. HS Grad",NA,43.7351116779821
2003,52,"2. Married","1. White","3. Some College","2. Information",101.82435207568
2008,33,"2. Married","1. White","3. Some College","2. Information",87.9810327856054
2007,30,"2. Married","2. Black","3. Some College","2. Information",121.430313822622
2007,38,"1. Never Married","1. White","3. Some College","1. Industrial",109.833985642199
2005,29,"1. Never Married","1. White","2. HS Grad","2. Information",79.8549003093467
2008,57,"2. Married","3. Asian","4. College Grad","1. Industrial",127.115743812184
2003,50,"2. Married","1. White","4. College Grad","2. Information",115.285516994187
2008,23,"1. Never Married","1. White","3. Some College","1. Industrial",98.6015397849967
2006,46,"4. Divorced","1. White","3. Some College","2. Information",144.47808766541
2005,61,"2. Married","1. White","4. College Grad","1. Industrial",136.15771083723
2007,70,"2. Married","1. White","1. < HS Grad","2. Information",100.764272842107
2009,59,"2. Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
2003,57,"2. Married","2. Black","2. HS Grad","1. Industrial",NA
2003,25,"1. Never Married","1. White","2. HS Grad","1. Industrial",86.6951548289402
2005,48,"2. Married","1. White","3. Some College","1. Industrial",123.908567597957
2009,52,"2. Married","3. Asian","5. Advanced Degree","2. Information",65.1108537153447
2009,44,"5. Separated","1. White","4. College Grad","2. Information",NA
2004,40,"2. Married","1. White","2. HS Grad","1. Industrial",66.9616443217359
2008,43,"2. Married","1. White","4. College Grad","2. Information",196.125272594255
2005,51,"2. Married","1. White","3. Some College","1. Industrial",166.324941233877
2003,43,"2. Married","3. Asian","1. < HS Grad","2. Information",65.1108537153447
2003,42,"2. Married","1. White","2. HS Grad","1. Industrial",120.589436530402
2008,28,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,54,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2005,34,"2. Married","1. White","5. Advanced Degree","2. Information",159.052027129346
2004,50,"2. Married","1. White","4. College Grad","2. Information",109.833985642199
2005,36,"2. Married","1. White","5. Advanced Degree","2. Information",140.051197616953
2005,36,"2. Married","1. White","4. College Grad","1. Industrial",132.352477709878
2005,71,"3. Widowed","1. White",NA,"1. Industrial",118.884359339886
2006,31,"1. Never Married","3. Asian","5. Advanced Degree","2. Information",97.4932940453934
2005,43,"2. Married","1. White","5. Advanced Degree","2. Information",134.705375118879
2007,20,"1. Never Married","1. White","3. Some College","1. Industrial",72.1504556815713
2007,23,"1. Never Married","1. White","1. < HS Grad","1. Industrial",87.9810327856054
2007,42,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2005,41,"2. Married","1. White","5. Advanced Degree","2. Information",149.055895589404
2009,27,"2. Married","1. White","5. Advanced Degree","2. Information",122.263673892802
2008,29,"2. Married","1. White","3. Some College","1. Industrial",101.82435207568
2008,41,"4. Divorced","1. White",NA,"1. Industrial",NA
2003,41,"2. Married","2. Black","2. HS Grad","1. Industrial",104.921506533664
2003,22,"1. Never Married","1. White","3. Some College","2. Information",81.2832532842527
2003,39,"2. Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
2008,50,"2. Married","1. White","4. College Grad","1. Industrial",82.6796372966372
2006,49,"1. Never Married","1. White","4. College Grad","1. Industrial",148.413159102577
2003,42,"2. Married","1. White","3. Some College","2. Information",118.884359339886
2008,38,"2. Married","2. Black","2. HS Grad","2. Information",129.453644576625
2004,55,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
2005,47,"1. Never Married","1. White","2. HS Grad",NA,79.8549003093467
2007,52,"2. Married","4. Other","1. < HS Grad","2. Information",68.111994065327
2009,56,"4. Divorced","1. White","4. College Grad","1. Industrial",NA
2007,30,"2. Married","1. White","3. Some College","2. Information",131.737801155001
2005,56,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
2003,46,"2. Married","1. White","2. HS Grad","1. Industrial",114.475713290347
2009,43,"2. Married","1. White","1. < HS Grad","2. Information",NA
2003,35,"2. Married","1. White","3. Some College",NA,NA
2009,58,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
2009,69,"2. Married","1. White","2. HS Grad","1. Industrial",81.226746312023
2006,68,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2004,52,"2. Married","1. White","3. Some College","2. Information",127.115743812184
2005,46,"1. Never Married","2. Black","4. College Grad","2. Information",104.921506533664
2007,39,"1. Never Married","1. White","4. College Grad","2. Information",107.903923866876
2009,66,"2. Married","1. White","4. College Grad","1. Industrial",109.833985642199
2005,30,"2. Married","1. White","5. Advanced Degree","1. Industrial",117.146816914805
2006,30,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2005,43,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,49,"2. Married","1. White","5. Advanced Degree","1. Industrial",160.642475408263
2005,54,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2008,48,"4. Divorced","1. White","5. Advanced Degree","2. Information",NA
2008,37,"5. Separated","2. Black","3. Some College","2. Information",NA
2007,46,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
2007,53,"2. Married","1. White","2. HS Grad","1. Industrial",148.413159102577
2009,31,"1. Never Married","1. White","4. College Grad","1. Industrial",109.833985642199
2006,18,"1. Never Married","1. White","3. Some College","2. Information",59.0970640815891
2003,49,"2. Married","1. White","4. College Grad","2. Information",152.52821689856
2006,39,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,40,"2. Married","1. White","2. HS Grad","2. Information",43.7351116779821
2008,37,"2. Married","1. White","2. HS Grad","2. Information",NA
2006,24,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2007,35,"2. Married","1. White","4. College Grad","1. Industrial",NA
2007,27,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2003,44,"1. Never Married","3. Asian","5. Advanced Degree","2. Information",130.982177377461
2008,46,"2. Married","1. White","4. College Grad","1. Industrial",89.2428846644714
2005,40,"2. Married","1. White","3. Some College","2. Information",85.1185334226767
2007,39,"2. Married","1. White","5. Advanced Degree","2. Information",166.324941233877
2008,42,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2003,37,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
2008,58,"2. Married","1. White","3. Some College","2. Information",123.089699847943
2005,40,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",163.515863976238
2003,27,"2. Married","1. White","2. HS Grad","2. Information",85.3839403789827
2003,31,"2. Married","1. White","3. Some College","2. Information",75.3556793180091
2008,44,"2. Married","1. White","2. HS Grad","1. Industrial",65.1108537153447
2003,NA,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2004,34,"2. Married","1. White","4. College Grad","2. Information",137.590142766506
2005,41,"2. Married","1. White","2. HS Grad","2. Information",NA
2007,20,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2008,28,"1. Never Married","1. White","4. College Grad","2. Information",178.533050380204
2009,55,"2. Married","1. White","4. College Grad","2. Information",98.5993438603892
2008,38,"2. Married","1. White","4. College Grad","2. Information",115.375038556391
2005,33,"1. Never Married","2. Black","2. HS Grad","1. Industrial",NA
2009,43,"1. Never Married","1. White","2. HS Grad","1. Industrial",36.6737041960799
2006,50,"2. Married","3. Asian","4. College Grad","2. Information",123.089699847943
2008,55,"2. Married","1. White","4. College Grad","2. Information",87.9810327856054
2005,24,"1. Never Married","2. Black","3. Some College","2. Information",73.9357192871731
2008,41,"2. Married","1. White","4. College Grad",NA,176.989650489877
2009,37,"4. Divorced","1. White","4. College Grad","2. Information",NA
2005,42,"2. Married","1. White","3. Some College","2. Information",134.705375118879
2004,25,"1. Never Married","1. White","4. College Grad","2. Information",90.4819133566401
2005,45,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
2009,NA,"2. Married","1. White","1. < HS Grad","1. Industrial",81.2832532842527
2004,43,"2. Married","1. White","5. Advanced Degree","2. Information",130.982177377461
2006,50,"2. Married","1. White","3. Some College","1. Industrial",176.989650489877
2003,42,"1. Never Married","1. White","2. HS Grad","2. Information",82.6796372966372
2003,38,"2. Married","1. White",NA,"1. Industrial",131.737801155001
2006,44,"4. Divorced","1. White","1. < HS Grad","1. Industrial",NA
2007,19,"1. Never Married","1. White","3. Some College","1. Industrial",41.4412130349115
2004,44,"1. Never Married","1. White","3. Some College","2. Information",117.146816914805
2003,26,"1. Never Married","1. White","1. < HS Grad","1. Industrial",73.7757432746946
2005,54,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2006,32,"2. Married","1. White","4. College Grad","1. Industrial",99.6894636984864
2008,49,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
2005,35,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2007,34,"2. Married","1. White","1. < HS Grad","2. Information",72.1504556815713
2003,23,"1. Never Married","1. White","1. < HS Grad","1. Industrial",54.5981500331442
2008,60,"2. Married","3. Asian","3. Some College","2. Information",127.115743812184
2006,54,"2. Married","1. White","5. Advanced Degree","2. Information",73.7757432746946
2003,31,"2. Married","2. Black","3. Some College","2. Information",139.703071527658
2006,47,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
2003,48,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2005,48,"2. Married","1. White","4. College Grad","2. Information",115.375038556391
2004,35,"2. Married","1. White","2. HS Grad","2. Information",114.475713290347
2006,55,"2. Married","1. White","5. Advanced Degree","2. Information",127.115743812184
2004,35,"2. Married","1. White","5. Advanced Degree","2. Information",137.590142766506
2009,37,"2. Married","3. Asian","4. College Grad","2. Information",176.989650489877
2003,27,"1. Never Married","2. Black","2. HS Grad","2. Information",23.2747040516601
2007,64,"2. Married","1. White","2. HS Grad","2. Information",90.4819133566401
2003,52,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2007,47,"5. Separated","2. Black","1. < HS Grad","2. Information",NA
2003,26,"1. Never Married","1. White","2. HS Grad","1. Industrial",56.9055391446732
2005,41,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2009,22,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2004,76,"2. Married","1. White","3. Some College","1. Industrial",73.7757432746946
2006,46,"2. Married","1. White","2. HS Grad","1. Industrial",108.065830309718
2006,39,"2. Married","2. Black","3. Some College","1. Industrial",123.089699847943
2006,39,"2. Married","1. White","5. Advanced Degree","1. Industrial",277.79948020565
2004,23,"1. Never Married","1. White","3. Some College","1. Industrial",73.7757432746946
2006,49,"2. Married","1. White","3. Some College","1. Industrial",123.908567597957
2009,44,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2006,20,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2005,43,"2. Married","1. White","5. Advanced Degree","2. Information",277.601417511009
2006,42,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
2009,46,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2009,33,"1. Never Married","1. White","4. College Grad","2. Information",99.6894636984864
2003,62,"2. Married","1. White","5. Advanced Degree","2. Information",268.266292012557
2006,38,"2. Married","1. White","3. Some College","2. Information",130.982177377461
2005,43,"2. Married","1. White","4. College Grad","1. Industrial",109.833985642199
2005,46,"4. Divorced","1. White","4. College Grad","2. Information",NA
2006,18,"1. Never Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
2009,63,"2. Married","1. White","5. Advanced Degree","2. Information",267.901086855275
2006,43,"1. Never Married","2. Black","5. Advanced Degree","1. Industrial",119.74085129618
2009,44,"2. Married","1. White","4. College Grad","2. Information",141.77517233318
2008,53,"1. Never Married","2. Black","3. Some College","2. Information",128.252661096619
